date,time,ecg
11/10/2017,10:17:12.996,45
11/10/2017,10:17:13.028,219
11/10/2017,10:17:13.029,227
11/10/2017,10:17:13.083,235
11/10/2017,10:17:13.085,239
11/10/2017,10:17:13.136,238
11/10/2017,10:17:13.143,238
11/10/2017,10:17:13.177,247
11/10/2017,10:17:13.178,1
11/10/2017,10:17:13.222,33
11/10/2017,10:17:13.223,50
11/10/2017,10:17:13.271,28
11/10/2017,10:17:13.277,12
11/10/2017,10:17:13.319,250
11/10/2017,10:17:13.321,242
11/10/2017,10:17:13.379,219
11/10/2017,10:17:13.381,221
11/10/2017,10:17:13.419,233
11/10/2017,10:17:13.420,241
11/10/2017,10:17:13.471,221
11/10/2017,10:17:13.471,232
11/10/2017,10:17:13.516,246
11/10/2017,10:17:13.517,244
11/10/2017,10:17:13.567,235
11/10/2017,10:17:13.569,237
11/10/2017,10:17:13.618,244
11/10/2017,10:17:13.619,254
11/10/2017,10:17:13.665,14
11/10/2017,10:17:13.666,15
11/10/2017,10:17:13.713,6
11/10/2017,10:17:13.714,4
11/10/2017,10:17:13.766,0
11/10/2017,10:17:13.769,6
11/10/2017,10:17:13.808,88
11/10/2017,10:17:13.809,41
11/10/2017,10:17:13.863,22
11/10/2017,10:17:13.877,23
11/10/2017,10:17:13.908,34
11/10/2017,10:17:13.911,32
11/10/2017,10:17:13.955,41
11/10/2017,10:17:13.956,44
11/10/2017,10:17:14.017,56
11/10/2017,10:17:14.019,68
11/10/2017,10:17:14.058,105
11/10/2017,10:17:14.065,106
11/10/2017,10:17:14.103,56
11/10/2017,10:17:14.104,40
11/10/2017,10:17:14.156,16
11/10/2017,10:17:14.157,15
11/10/2017,10:17:14.195,20
11/10/2017,10:17:14.204,20
11/10/2017,10:17:14.252,25
11/10/2017,10:17:14.253,30
11/10/2017,10:17:14.358,34
11/10/2017,10:17:14.359,35
11/10/2017,10:17:14.360,32
11/10/2017,10:17:14.361,26
11/10/2017,10:17:14.402,26
11/10/2017,10:17:14.403,27
11/10/2017,10:17:14.446,15
11/10/2017,10:17:14.503,20
11/10/2017,10:17:14.542,49
11/10/2017,10:17:14.543,21
11/10/2017,10:17:14.544,20
11/10/2017,10:17:14.593,36
11/10/2017,10:17:14.595,90
11/10/2017,10:17:14.649,222
11/10/2017,10:17:14.656,6
11/10/2017,10:17:14.690,8
11/10/2017,10:17:14.691,12
11/10/2017,10:17:14.735,14
11/10/2017,10:17:14.737,13
11/10/2017,10:17:14.786,18
11/10/2017,10:17:14.787,21
11/10/2017,10:17:14.838,68
11/10/2017,10:17:14.839,76
11/10/2017,10:17:14.883,64
11/10/2017,10:17:14.884,42
11/10/2017,10:17:14.931,247
11/10/2017,10:17:14.932,245
11/10/2017,10:17:14.984,240
11/10/2017,10:17:14.986,240
11/10/2017,10:17:15.033,244
11/10/2017,10:17:15.036,246
11/10/2017,10:17:15.090,248
11/10/2017,10:17:15.092,246
11/10/2017,10:17:15.125,238
11/10/2017,10:17:15.126,238
11/10/2017,10:17:15.183,234
11/10/2017,10:17:15.186,235
11/10/2017,10:17:15.222,229
11/10/2017,10:17:15.224,230
11/10/2017,10:17:15.271,5
11/10/2017,10:17:15.276,255
11/10/2017,10:17:15.319,239
11/10/2017,10:17:15.320,238
11/10/2017,10:17:15.377,6
11/10/2017,10:17:15.378,42
11/10/2017,10:17:15.418,199
11/10/2017,10:17:15.423,232
11/10/2017,10:17:15.465,248
11/10/2017,10:17:15.467,249
11/10/2017,10:17:15.521,252
11/10/2017,10:17:15.522,254
11/10/2017,10:17:15.571,6
11/10/2017,10:17:15.573,5
11/10/2017,10:17:15.615,45
11/10/2017,10:17:15.616,53
11/10/2017,10:17:15.674,47
11/10/2017,10:17:15.676,31
11/10/2017,10:17:15.711,241
11/10/2017,10:17:15.712,238
11/10/2017,10:17:15.759,238
11/10/2017,10:17:15.760,238
11/10/2017,10:17:15.813,239
11/10/2017,10:17:15.814,239
11/10/2017,10:17:15.854,244
11/10/2017,10:17:15.859,243
11/10/2017,10:17:15.910,244
11/10/2017,10:17:15.911,238
11/10/2017,10:17:15.950,240
11/10/2017,10:17:16.006,243
11/10/2017,10:17:16.008,3
11/10/2017,10:17:16.017,250
11/10/2017,10:17:16.053,243
11/10/2017,10:17:16.054,241
11/10/2017,10:17:16.106,14
11/10/2017,10:17:16.111,18
11/10/2017,10:17:16.157,250
11/10/2017,10:17:16.159,247
11/10/2017,10:17:16.202,249
11/10/2017,10:17:16.206,248
11/10/2017,10:17:16.398,252
11/10/2017,10:17:16.403,252
11/10/2017,10:17:16.407,2
11/10/2017,10:17:16.408,14
11/10/2017,10:17:16.411,46
11/10/2017,10:17:16.412,49
11/10/2017,10:17:16.414,24
11/10/2017,10:17:16.415,8
11/10/2017,10:17:16.446,236
11/10/2017,10:17:16.447,233
11/10/2017,10:17:16.492,226
11/10/2017,10:17:16.493,229
11/10/2017,10:17:16.540,231
11/10/2017,10:17:16.541,237
11/10/2017,10:17:16.604,236
11/10/2017,10:17:16.605,239
11/10/2017,10:17:16.646,239
11/10/2017,10:17:16.648,245
11/10/2017,10:17:16.703,246
11/10/2017,10:17:16.704,248
11/10/2017,10:17:16.734,9
11/10/2017,10:17:16.735,5
11/10/2017,10:17:16.789,253
11/10/2017,10:17:16.791,250
11/10/2017,10:17:16.882,23
11/10/2017,10:17:16.883,38
11/10/2017,10:17:16.884,6
11/10/2017,10:17:16.929,7
11/10/2017,10:17:16.930,5
11/10/2017,10:17:16.985,9
11/10/2017,10:17:16.986,12
11/10/2017,10:17:17.025,15
11/10/2017,10:17:17.026,21
11/10/2017,10:17:17.075,42
11/10/2017,10:17:17.126,44
11/10/2017,10:17:17.132,27
11/10/2017,10:17:17.173,243
11/10/2017,10:17:17.174,242
11/10/2017,10:17:17.235,245
11/10/2017,10:17:17.239,244
11/10/2017,10:17:17.272,251
11/10/2017,10:17:17.273,253
11/10/2017,10:17:17.325,252
11/10/2017,10:17:17.327,252
11/10/2017,10:17:17.374,251
11/10/2017,10:17:17.376,255
11/10/2017,10:17:17.417,0
11/10/2017,10:17:17.418,3
11/10/2017,10:17:17.481,3
11/10/2017,10:17:17.484,253
11/10/2017,10:17:17.513,3
11/10/2017,10:17:17.514,4
11/10/2017,10:17:17.570,252
11/10/2017,10:17:17.572,252
11/10/2017,10:17:17.629,14
11/10/2017,10:17:17.634,6
11/10/2017,10:17:17.661,249
11/10/2017,10:17:17.665,247
11/10/2017,10:17:17.707,24
11/10/2017,10:17:17.708,38
11/10/2017,10:17:17.755,227
11/10/2017,10:17:17.756,249
11/10/2017,10:17:17.809,251
11/10/2017,10:17:17.810,255
11/10/2017,10:17:17.855,4
11/10/2017,10:17:17.857,7
11/10/2017,10:17:17.902,13
11/10/2017,10:17:17.908,20
11/10/2017,10:17:17.959,47
11/10/2017,10:17:17.960,50
11/10/2017,10:17:18.007,42
11/10/2017,10:17:18.008,29
11/10/2017,10:17:18.057,255
11/10/2017,10:17:18.058,254
11/10/2017,10:17:18.109,2
11/10/2017,10:17:18.111,0
11/10/2017,10:17:18.152,2
11/10/2017,10:17:18.153,8
11/10/2017,10:17:18.193,8
11/10/2017,10:17:18.194,11
11/10/2017,10:17:18.248,5
11/10/2017,10:17:18.250,6
11/10/2017,10:17:18.294,251
11/10/2017,10:17:18.295,1
11/10/2017,10:17:18.346,7
11/10/2017,10:17:18.347,6
11/10/2017,10:17:18.396,23
11/10/2017,10:17:18.397,26
11/10/2017,10:17:18.446,6
11/10/2017,10:17:18.448,2
11/10/2017,10:17:18.494,2
11/10/2017,10:17:18.496,5
11/10/2017,10:17:18.538,52
11/10/2017,10:17:18.539,233
11/10/2017,10:17:18.593,251
11/10/2017,10:17:18.595,0
11/10/2017,10:17:18.648,9
11/10/2017,10:17:18.651,10
11/10/2017,10:17:18.683,14
11/10/2017,10:17:18.684,14
11/10/2017,10:17:18.736,30
11/10/2017,10:17:18.737,40
11/10/2017,10:17:18.786,57
11/10/2017,10:17:18.787,51
11/10/2017,10:17:18.833,8
11/10/2017,10:17:18.840,2
11/10/2017,10:17:18.881,253
11/10/2017,10:17:18.883,0
11/10/2017,10:17:18.927,252
11/10/2017,10:17:18.928,251
11/10/2017,10:17:18.977,1
11/10/2017,10:17:18.979,4
11/10/2017,10:17:19.033,8
11/10/2017,10:17:19.041,7
11/10/2017,10:17:19.073,5
11/10/2017,10:17:19.074,4
11/10/2017,10:17:19.130,18
11/10/2017,10:17:19.131,24
11/10/2017,10:17:19.178,4
11/10/2017,10:17:19.179,1
11/10/2017,10:17:19.227,4
11/10/2017,10:17:19.228,4
11/10/2017,10:17:19.267,55
11/10/2017,10:17:19.268,212
11/10/2017,10:17:19.318,255
11/10/2017,10:17:19.319,254
11/10/2017,10:17:19.371,7
11/10/2017,10:17:19.374,6
11/10/2017,10:17:19.436,16
11/10/2017,10:17:19.437,13
11/10/2017,10:17:19.461,33
11/10/2017,10:17:19.527,43
11/10/2017,10:17:19.529,72
11/10/2017,10:17:19.559,10
11/10/2017,10:17:19.561,0
11/10/2017,10:17:19.624,247
11/10/2017,10:17:19.626,248
11/10/2017,10:17:19.664,250
11/10/2017,10:17:19.667,252
11/10/2017,10:17:19.705,254
11/10/2017,10:17:19.708,0
11/10/2017,10:17:19.762,3
11/10/2017,10:17:19.764,4
11/10/2017,10:17:19.806,255
11/10/2017,10:17:19.807,254
11/10/2017,10:17:19.861,252
11/10/2017,10:17:19.862,255
11/10/2017,10:17:19.913,18
11/10/2017,10:17:19.915,6
11/10/2017,10:17:19.953,251
11/10/2017,10:17:19.954,249
11/10/2017,10:17:20.005,43
11/10/2017,10:17:20.006,58
11/10/2017,10:17:20.048,247
11/10/2017,10:17:20.049,245
11/10/2017,10:17:20.097,251
11/10/2017,10:17:20.099,252
11/10/2017,10:17:20.148,7
11/10/2017,10:17:20.150,6
11/10/2017,10:17:20.195,16
11/10/2017,10:17:20.197,22
11/10/2017,10:17:20.243,59
11/10/2017,10:17:20.244,66
11/10/2017,10:17:20.295,41
11/10/2017,10:17:20.297,22
11/10/2017,10:17:20.348,242
11/10/2017,10:17:20.349,243
11/10/2017,10:17:20.390,242
11/10/2017,10:17:20.391,241
11/10/2017,10:17:20.446,249
11/10/2017,10:17:20.544,254
11/10/2017,10:17:20.553,250
11/10/2017,10:17:20.559,251
11/10/2017,10:17:20.585,251
11/10/2017,10:17:20.586,253
11/10/2017,10:17:20.634,246
11/10/2017,10:17:20.635,6
11/10/2017,10:17:20.684,10
11/10/2017,10:17:20.685,0
11/10/2017,10:17:20.733,249
11/10/2017,10:17:20.734,247
11/10/2017,10:17:20.788,45
11/10/2017,10:17:20.789,65
11/10/2017,10:17:20.828,246
11/10/2017,10:17:20.830,247
11/10/2017,10:17:20.875,252
11/10/2017,10:17:20.876,254
11/10/2017,10:17:20.937,4
11/10/2017,10:17:20.938,6
11/10/2017,10:17:20.977,19
11/10/2017,10:17:20.978,22
11/10/2017,10:17:21.039,66
11/10/2017,10:17:21.041,71
11/10/2017,10:17:21.074,30
11/10/2017,10:17:21.076,18
11/10/2017,10:17:21.122,247
11/10/2017,10:17:21.123,242
11/10/2017,10:17:21.172,244
11/10/2017,10:17:21.173,249
11/10/2017,10:17:21.229,0
11/10/2017,10:17:21.230,255
11/10/2017,10:17:21.267,249
11/10/2017,10:17:21.269,251
11/10/2017,10:17:21.328,251
11/10/2017,10:17:21.334,251
11/10/2017,10:17:21.364,252
11/10/2017,10:17:21.365,253
11/10/2017,10:17:21.428,249
11/10/2017,10:17:21.432,243
11/10/2017,10:17:21.518,24
11/10/2017,10:17:21.529,21
11/10/2017,10:17:21.530,251
11/10/2017,10:17:21.562,251
11/10/2017,10:17:21.563,21
11/10/2017,10:17:21.614,204
11/10/2017,10:17:21.616,248
11/10/2017,10:17:21.654,255
11/10/2017,10:17:21.707,255
11/10/2017,10:17:21.719,5
11/10/2017,10:17:21.721,8
11/10/2017,10:17:21.754,16
11/10/2017,10:17:21.756,19
11/10/2017,10:17:21.813,48
11/10/2017,10:17:21.817,56
11/10/2017,10:17:21.854,62
11/10/2017,10:17:21.856,50
11/10/2017,10:17:21.909,251
11/10/2017,10:17:21.910,247
11/10/2017,10:17:21.952,245
11/10/2017,10:17:21.954,244
11/10/2017,10:17:22.004,248
11/10/2017,10:17:22.006,249
11/10/2017,10:17:22.065,255
11/10/2017,10:17:22.099,255
11/10/2017,10:17:22.153,1
11/10/2017,10:17:22.154,1
11/10/2017,10:17:22.194,252
11/10/2017,10:17:22.200,249
11/10/2017,10:17:22.394,252
11/10/2017,10:17:22.397,248
11/10/2017,10:17:22.404,21
11/10/2017,10:17:22.415,24
11/10/2017,10:17:22.421,253
11/10/2017,10:17:22.423,253
11/10/2017,10:17:22.424,252
11/10/2017,10:17:22.425,10
11/10/2017,10:17:22.437,61
11/10/2017,10:17:22.438,206
11/10/2017,10:17:22.490,251
11/10/2017,10:17:22.492,251
11/10/2017,10:17:22.534,0
11/10/2017,10:17:22.535,1
11/10/2017,10:17:22.587,9
11/10/2017,10:17:22.589,15
11/10/2017,10:17:22.639,35
11/10/2017,10:17:22.643,49
11/10/2017,10:17:22.678,68
11/10/2017,10:17:22.734,56
11/10/2017,10:17:22.753,247
11/10/2017,10:17:22.755,245
11/10/2017,10:17:22.780,236
11/10/2017,10:17:22.781,233
11/10/2017,10:17:22.832,235
11/10/2017,10:17:22.834,239
11/10/2017,10:17:22.876,248
11/10/2017,10:17:22.877,246
11/10/2017,10:17:22.925,249
11/10/2017,10:17:22.927,248
11/10/2017,10:17:22.972,237
11/10/2017,10:17:22.973,236
11/10/2017,10:17:23.026,239
11/10/2017,10:17:23.027,239
11/10/2017,10:17:23.072,244
11/10/2017,10:17:23.073,247
11/10/2017,10:17:23.131,5
11/10/2017,10:17:23.133,250
11/10/2017,10:17:23.187,242
11/10/2017,10:17:23.192,243
11/10/2017,10:17:23.226,15
11/10/2017,10:17:23.270,47
11/10/2017,10:17:23.276,230
11/10/2017,10:17:23.279,243
11/10/2017,10:17:23.317,248
11/10/2017,10:17:23.322,252
11/10/2017,10:17:23.366,0
11/10/2017,10:17:23.369,1
11/10/2017,10:17:23.422,9
11/10/2017,10:17:23.423,17
11/10/2017,10:17:23.463,44
11/10/2017,10:17:23.464,49
11/10/2017,10:17:23.519,16
11/10/2017,10:17:23.521,6
11/10/2017,10:17:23.557,237
11/10/2017,10:17:23.559,235
11/10/2017,10:17:23.618,236
11/10/2017,10:17:23.619,240
11/10/2017,10:17:23.669,251
11/10/2017,10:17:23.670,253
11/10/2017,10:17:23.706,4
11/10/2017,10:17:23.707,4
11/10/2017,10:17:23.764,1
11/10/2017,10:17:23.768,0
11/10/2017,10:17:23.803,2
11/10/2017,10:17:23.805,5
11/10/2017,10:17:23.862,7
11/10/2017,10:17:23.864,11
11/10/2017,10:17:23.909,26
11/10/2017,10:17:23.910,24
11/10/2017,10:17:23.954,3
11/10/2017,10:17:23.956,254
11/10/2017,10:17:24.000,0
11/10/2017,10:17:24.001,255
11/10/2017,10:17:24.045,59
11/10/2017,10:17:24.117,33
11/10/2017,10:17:24.119,251
11/10/2017,10:17:24.158,6
11/10/2017,10:17:24.161,7
11/10/2017,10:17:24.206,13
11/10/2017,10:17:24.210,15
11/10/2017,10:17:24.296,36
11/10/2017,10:17:24.301,43
11/10/2017,10:17:24.302,73
11/10/2017,10:17:24.303,67
11/10/2017,10:17:24.339,15
11/10/2017,10:17:24.342,4
11/10/2017,10:17:24.386,249
11/10/2017,10:17:24.388,246
11/10/2017,10:17:24.439,247
11/10/2017,10:17:24.440,246
11/10/2017,10:17:24.483,254
11/10/2017,10:17:24.485,254
11/10/2017,10:17:24.537,0
11/10/2017,10:17:24.539,1
11/10/2017,10:17:24.578,252
11/10/2017,10:17:24.642,254
11/10/2017,10:17:24.693,253
11/10/2017,10:17:24.694,251
11/10/2017,10:17:24.695,253
11/10/2017,10:17:24.729,4
11/10/2017,10:17:24.730,19
11/10/2017,10:17:24.794,15
11/10/2017,10:17:24.796,8
11/10/2017,10:17:24.830,247
11/10/2017,10:17:24.831,246
11/10/2017,10:17:24.877,24
11/10/2017,10:17:24.879,64
11/10/2017,10:17:24.935,234
11/10/2017,10:17:24.938,242
11/10/2017,10:17:24.980,252
11/10/2017,10:17:24.982,2
11/10/2017,10:17:25.021,11
11/10/2017,10:17:25.022,9
11/10/2017,10:17:25.070,17
11/10/2017,10:17:25.077,24
11/10/2017,10:17:25.120,48
11/10/2017,10:17:25.121,54
11/10/2017,10:17:25.180,30
11/10/2017,10:17:25.183,15
11/10/2017,10:17:25.216,233
11/10/2017,10:17:25.218,230
11/10/2017,10:17:25.267,231
11/10/2017,10:17:25.271,235
11/10/2017,10:17:25.335,239
11/10/2017,10:17:25.336,239
11/10/2017,10:17:25.365,244
11/10/2017,10:17:25.366,242
11/10/2017,10:17:25.458,242
11/10/2017,10:17:25.472,242
11/10/2017,10:17:25.474,246
11/10/2017,10:17:25.476,244
11/10/2017,10:17:25.506,247
11/10/2017,10:17:25.507,250
11/10/2017,10:17:25.562,252
11/10/2017,10:17:25.565,1
11/10/2017,10:17:25.604,26
11/10/2017,10:17:25.607,22
11/10/2017,10:17:25.660,6
11/10/2017,10:17:25.662,2
11/10/2017,10:17:25.703,252
11/10/2017,10:17:25.705,254
11/10/2017,10:17:25.752,63
11/10/2017,10:17:25.753,200
11/10/2017,10:17:25.806,255
11/10/2017,10:17:25.808,254
11/10/2017,10:17:25.847,10
11/10/2017,10:17:25.848,12
11/10/2017,10:17:25.898,17
11/10/2017,10:17:25.899,19
11/10/2017,10:17:25.945,39
11/10/2017,10:17:25.947,48
11/10/2017,10:17:25.994,74
11/10/2017,10:17:25.998,74
11/10/2017,10:17:26.044,18
11/10/2017,10:17:26.044,7
11/10/2017,10:17:26.089,249
11/10/2017,10:17:26.143,247
11/10/2017,10:17:26.145,252
11/10/2017,10:17:26.146,255
11/10/2017,10:17:26.203,8
11/10/2017,10:17:26.204,7
11/10/2017,10:17:26.240,4
11/10/2017,10:17:26.241,7
11/10/2017,10:17:26.295,5
11/10/2017,10:17:26.296,4
11/10/2017,10:17:26.336,6
11/10/2017,10:17:26.345,3
11/10/2017,10:17:26.387,4
11/10/2017,10:17:26.389,9
11/10/2017,10:17:26.440,14
11/10/2017,10:17:26.443,6
11/10/2017,10:17:26.484,33
11/10/2017,10:17:26.485,29
11/10/2017,10:17:26.538,1
11/10/2017,10:17:26.539,255
11/10/2017,10:17:26.586,0
11/10/2017,10:17:26.588,35
11/10/2017,10:17:26.637,182
11/10/2017,10:17:26.680,225
11/10/2017,10:17:26.681,0
11/10/2017,10:17:26.731,8
11/10/2017,10:17:26.732,13
11/10/2017,10:17:26.778,23
11/10/2017,10:17:26.778,28
11/10/2017,10:17:26.830,56
11/10/2017,10:17:26.832,66
11/10/2017,10:17:26.873,71
11/10/2017,10:17:26.875,57
11/10/2017,10:17:26.926,252
11/10/2017,10:17:26.935,247
11/10/2017,10:17:26.985,240
11/10/2017,10:17:26.986,241
11/10/2017,10:17:27.016,250
11/10/2017,10:17:27.019,247
11/10/2017,10:17:27.073,250
11/10/2017,10:17:27.075,251
11/10/2017,10:17:27.126,246
11/10/2017,10:17:27.129,246
11/10/2017,10:17:27.174,245
11/10/2017,10:17:27.175,245
11/10/2017,10:17:27.218,247
11/10/2017,10:17:27.232,247
11/10/2017,10:17:27.263,249
11/10/2017,10:17:27.265,250
11/10/2017,10:17:27.318,250
11/10/2017,10:17:27.319,2
11/10/2017,10:17:27.372,22
11/10/2017,10:17:27.374,13
11/10/2017,10:17:27.408,249
11/10/2017,10:17:27.414,247
11/10/2017,10:17:27.463,25
11/10/2017,10:17:27.464,86
11/10/2017,10:17:27.508,168
11/10/2017,10:17:27.509,216
11/10/2017,10:17:27.562,254
11/10/2017,10:17:27.563,255
11/10/2017,10:17:27.762,4
11/10/2017,10:17:27.765,6
11/10/2017,10:17:27.767,16
11/10/2017,10:17:27.768,20
11/10/2017,10:17:27.768,52
11/10/2017,10:17:27.769,60
11/10/2017,10:17:27.770,48
11/10/2017,10:17:27.770,31
11/10/2017,10:17:27.802,246
11/10/2017,10:17:27.804,243
11/10/2017,10:17:27.864,237
11/10/2017,10:17:27.865,238
11/10/2017,10:17:27.897,241
11/10/2017,10:17:27.898,244
11/10/2017,10:17:27.949,250
11/10/2017,10:17:27.950,249
11/10/2017,10:17:28.001,250
11/10/2017,10:17:28.044,250
11/10/2017,10:17:28.051,251
11/10/2017,10:17:28.093,252
11/10/2017,10:17:28.094,252
11/10/2017,10:17:28.147,253
11/10/2017,10:17:28.150,253
